token	token_ids	count	POS
avoid	4468	10	['VERB']
avoided	9511	5	['VERB']
avoiding	9992	2	['VERB']
aw	22091	1	['INTJ']
await	26751	1	['VERB']
awaited	19605	2	['VERB']
awaiting	15497	3	['VERB']
award	2400	69	['PROPN']
awarded	3018	14	['VERB']
awards	2982	33	['PROPN']
aware	5204	9	['ADJ']
awareness	7073	2	['PROPN', 'NOUN']
away	2185	56	['ADV']
awesome	12476	1	['ADJ']
awoke	19179	1	['VERB']
axis	8123	4	['NOUN', 'PROPN']
azerbaijan	8365	1	['PROPN']
azores	28320	1	['PROPN']
aztec	25245	1	['ADJ']
b	1038	32	['PROPN', 'X']
babe	11561	1	['PROPN']
baby	3336	10	['NOUN']
back	2067	126	['ADV']
backbone	21505	2	['NOUN']
backdrop	18876	1	['NOUN']
backed	6153	3	['VERB']
background	4281	10	['NOUN']
backgrounds	15406	1	['NOUN']
backlash	25748	6	['NOUN']
backs	10457	8	['NOUN']
backseat	19978	1	['NOUN']
backstage	20212	2	['NOUN']
backup	10200	1	['ADJ']
backwards	11043	1	['ADV']
backyard	16125	1	['NOUN']
bacon	11611	56	['PROPN']
bad	2919	13	['ADJ']
badge	10780	2	['NOUN']
badger	24186	1	['PROPN']
badly	6649	18	['ADV']
bafta	22284	1	['PROPN']
bag	4524	7	['NOUN']
bags	8641	1	['NOUN']
bahamas	17094	6	['PROPN']
bahia	22474	1	['PROPN']
bahrain	15195	2	['PROPN']
bai	21790	10	['PROPN']
bail	15358	2	['NOUN']
bailey	8925	1	['PROPN']
bait	17395	3	['NOUN']
baker	6243	4	['PROPN']
balance	5703	6	['NOUN']
balanced	12042	2	['VERB']
balancing	20120	1	['NOUN']
ball	3608	83	['PROPN', 'NOUN']
ballad	11571	1	['PROPN']
ballads	18456	2	['NOUN']
ballot	10428	2	['NOUN']
ballots	17069	4	['NOUN']
baltic	11275	6	['PROPN']
bamboo	15216	1	['NOUN']
ban	7221	5	['PROPN']
banana	15212	1	['NOUN']
band	2316	75	['NOUN']
bands	4996	3	['NOUN']
banging	22255	1	['VERB']
bangladesh	7269	1	['PROPN']
bangs	28490	1	['NOUN']
banished	21319	1	['VERB']
bank	2924	33	['NOUN']
bankers	25375	1	['NOUN']
banking	8169	4	['NOUN']
bankrupt	17482	1	['VERB']
banks	5085	4	['NOUN']
banned	7917	5	['VERB']
banners	23562	2	['PROPN', 'NOUN']
banquet	19032	1	['NOUN']
baptist	7550	1	['PROPN']
baptiste	17329	2	['PROPN']
bar	3347	9	['PROPN']
barack	13857	2	['PROPN']
barangay	20937	2	['PROPN', 'NOUN']
barbara	6437	4	['PROPN']
barbed	25007	1	['ADJ']
barcelona	7623	1	['PROPN']
bare	6436	1	['ADJ']
barely	4510	4	['ADV']
bargain	17113	2	['NOUN']
barge	19398	1	['NOUN']
barges	27712	1	['NOUN']
barnard	22266	1	['PROPN']
barnsley	25139	1	['PROPN']
baroque	10456	2	['PROPN']
barr	19820	1	['PROPN']
barracks	10492	3	['NOUN']
barrage	19359	3	['NOUN']
barre	23189	2	['PROPN']
barred	15605	2	['VERB', 'PROPN']
barrel	8460	5	['NOUN']
barrels	13826	5	['NOUN']
barrett	12712	1	['PROPN']
barrier	8803	5	['NOUN']
barriers	13500	1	['NOUN']
barrio	25676	1	['PROPN']
barry	6287	2	['PROPN']
bars	6963	5	['NOUN']
bartender	15812	1	['PROPN']
bartlett	20081	1	['PROPN']
basal	15191	8	['NOUN']
basalt	26343	8	['NOUN']
base	2918	52	['NOUN']
baseball	3598	30	['PROPN']
based	2241	66	['VERB']
basel	14040	1	['PROPN']
baseline	26163	1	['ADJ']
baseman	18038	2	['NOUN']
basement	8102	1	['NOUN']
bases	7888	9	['NOUN']
basic	3937	4	['ADJ']
basics	24078	1	['NOUN']
basil	14732	2	['PROPN']
basilica	13546	1	['PROPN']
basin	6403	9	['NOUN']
basins	22739	1	['NOUN']
basis	3978	8	['NOUN']
basketball	3455	53	['PROPN']
baskets	25946	1	['NOUN']
bass	3321	4	['NOUN']
bassist	9858	3	['NOUN']
bastion	26829	1	['NOUN']
batch	14108	2	['NOUN']
bath	7198	2	['PROPN', 'NOUN']
bathroom	5723	2	['NOUN']
battalion	4123	93	['PROPN']
battalions	10157	26	['NOUN']
batter	23801	4	['NOUN']
batteries	10274	13	['NOUN']
battery	6046	15	['NOUN', 'PROPN']
batting	9640	1	['NOUN']
battle	2645	116	['PROPN', 'NOUN']
battlefield	11686	2	['NOUN']
battles	7465	14	['NOUN']
battleship	17224	18	['NOUN', 'PROPN']
battleships	21327	32	['NOUN']
bavaria	11606	1	['PROPN']
bavarian	15097	3	['ADJ']
bay	3016	12	['PROPN']
bazaar	22774	1	['NOUN']
bbc	4035	9	['PROPN']
bc	4647	21	['PROPN']
be	2022	519	['AUX']
beach	3509	19	['NOUN', 'VERB']
beaches	12212	7	['NOUN']
beads	17530	3	['NOUN']
beam	7504	3	['NOUN']
beams	13110	3	['NOUN']
bear	4562	5	['VERB']
bearing	7682	4	['VERB']
bearings	21714	1	['NOUN']
bears	6468	5	['VERB']
beast	6841	3	['PROPN', 'NOUN']
beasts	15109	1	['NOUN']
beat	3786	22	['VERB']
beaten	7854	1	['VERB']
beating	6012	9	['VERB']
beatles	11555	1	['NOUN']
beats	10299	6	['VERB']
beaumont	16210	1	['PROPN']
beautiful	3376	6	['ADJ']
beauty	5053	88	['PROPN']
beaux	20290	1	['PROPN']
became	2150	170	['VERB', 'AUX']
because	2138	126	['SCONJ']
become	2468	51	['VERB']
becomes	4150	14	['VERB']
becoming	3352	22	['VERB']
bed	2793	3	['NOUN']
bedroom	5010	7	['NOUN']
beds	9705	2	['NOUN']
been	2042	384	['AUX']
beer	5404	2	['NOUN']
beetles	14538	1	['NOUN']
before	2077	186	['ADP']
beforehand	25828	1	['ADV']
befriended	23386	1	['VERB']
beg	11693	1	['VERB']
began	2211	142	['VERB']
begged	12999	1	['VERB']
begging	12858	2	['VERB']
begin	4088	15	['VERB']
beginning	2927	32	['NOUN']
begins	4269	19	['VERB']
begs	27591	1	['VERB']
begun	5625	14	['VERB']
behalf	6852	12	['NOUN']
behavior	5248	2	['NOUN']
beheaded	28923	2	['VERB']
behind	2369	53	['ADP', 'ADV']
bei	21388	1	['PROPN']
beijing	7211	10	['PROPN']
being	2108	141	['NOUN', 'AUX']
beirut	15335	3	['PROPN']
belfast	10330	8	['PROPN']
belgian	6995	4	['ADJ']
belgium	5706	10	['PROPN']
belief	6772	12	['NOUN']
believe	2903	8	['VERB']
believed	3373	35	['VERB']
believer	24591	1	['NOUN']
believes	7164	8	['VERB']
believing	8929	6	['VERB']
bell	4330	4	['PROPN']
bells	10118	2	['PROPN']
belly	7579	4	['NOUN']
belong	7141	2	['VERB']
belonged	6272	1	['VERB']
belonging	7495	2	['VERB']
belongings	20033	1	['NOUN']
belongs	7460	1	['VERB']
beloved	11419	1	['PROPN']
below	2917	46	['ADP']
belt	5583	11	['NOUN', 'PROPN']
ben	3841	11	['PROPN']
bench	6847	1	['NOUN']
bending	14457	2	['VERB']
benedictine	21139	1	['PROPN']
benefactor	27398	3	['NOUN']
beneficial	15189	1	['ADJ']
benefit	5770	3	['NOUN']
benefited	19727	2	['VERB']
benefits	6666	3	['NOUN']
benign	28378	1	['ADJ']
benjamin	6425	8	['PROPN']
benoit	21721	5	['PROPN']
bent	6260	2	['VERB', 'ADJ']
bentley	15988	5	['PROPN']
berg	15214	1	['PROPN']
berkeley	8256	2	['PROPN']
berlin	4068	3	['PROPN']
bermuda	13525	1	['PROPN']
bernard	6795	1	['PROPN']
berries	22681	1	['PROPN']
bert	14324	28	['PROPN']
beside	3875	3	['ADP']
besides	4661	4	['SCONJ']
besieged	17923	2	['VERB']
best	2190	118	['ADJ']
bestowed	17398	3	['VERB']
bet	6655	1	['NOUN']
beth	7014	20	['PROPN']
better	2488	37	['ADV', 'ADJ']
betty	9306	1	['PROPN']
between	2090	181	['ADP']
beverages	21705	1	['NOUN']
beverly	12218	1	['PROPN']
beyond	3458	16	['ADP']
bias	13827	6	['NOUN']
biased	25352	2	['VERB', 'ADJ']
bible	6331	2	['PROPN']
biblical	10213	5	['ADJ']
bicycle	10165	1	['NOUN']
bicycles	21066	1	['NOUN']
bid	7226	4	['NOUN']
bidding	17534	1	['VERB']
bien	29316	1	['PROPN']
big	2502	45	['ADJ']
bigger	7046	2	['ADJ']
biggest	5221	5	['ADJ']
biker	28988	1	['PROPN']
bill	3021	10	['PROPN']
billboard	4908	22	['PROPN']
billie	18210	1	['PROPN']
billion	4551	22	['NUM']
bills	8236	3	['PROPN', 'NOUN']
bingo	27137	1	['PROPN']
biographer	17121	1	['NOUN']
biographies	22056	1	['NOUN']
biography	8308	3	['NOUN']
biplane	28686	1	['NOUN']
birch	16421	4	['PROPN']
bird	4743	8	['NOUN']
birds	5055	1	['NOUN']
birmingham	6484	1	['PROPN']
birth	4182	4	['NOUN']
birthday	5798	1	['NOUN']
birthplace	14508	3	['NOUN']
bisexual	22437	1	['PROPN']
bishop	3387	32	['PROPN']
bishops	8414	1	['PROPN']
bismarck	22029	2	['PROPN']
bison	22285	1	['PROPN']
bit	2978	7	['NOUN']
bitch	7743	1	['NOUN']
biting	12344	3	['VERB']
bitter	8618	3	['ADJ']
bitterly	19248	1	['ADV']
bizarre	13576	2	['ADJ']
black	2304	22	['PROPN']
blackburn	13934	2	['PROPN']
blackout	26717	3	['PROPN']
blacks	10823	1	['NOUN']
blade	6085	2	['NOUN', 'VERB']
blades	10491	1	['NOUN']
blame	7499	4	['NOUN']
blaming	24114	1	['VERB']
blanche	18158	1	['NOUN']
blanco	20036	1	['PROPN']
bland	20857	2	['NOUN']
blanket	8768	2	['PROPN', 'NOUN']
blankets	15019	1	['NOUN']
blast	8479	3	['NOUN']
blasted	18461	1	['VERB']
blaze	15347	1	['NOUN']
blazing	17162	1	['VERB']
bleak	21657	4	['ADJ']
bleeding	9524	2	['NOUN', 'VERB']
blend	12586	1	['PROPN']
blended	19803	1	['VERB']
blending	23293	1	['VERB']
bless	19994	1	['VERB']
blew	8682	3	['VERB']
blinded	20641	1	['VERB']
blindly	25734	1	['ADV']
bliss	13670	1	['NOUN']
block	3796	25	['PROPN', 'NOUN']
blockade	15823	4	['NOUN']
blockbuster	27858	10	['PROPN']
blocked	8534	5	['VERB']
blocking	10851	3	['NOUN']
blocks	5991	12	['NOUN']
blog	9927	1	['NOUN']
blonde	9081	1	['ADJ']
blood	2668	8	['NOUN']
bloody	6703	4	['PROPN']
bloom	13426	3	['PROPN']
bloomington	26372	1	['PROPN']
blow	6271	5	['NOUN', 'VERB']
blowing	11221	2	['VERB']
blown	10676	5	['VERB']
blu	14154	4	['PROPN']
blue	2630	8	['PROPN', 'ADJ']
blues	5132	2	['NOUN']
blunt	14969	2	['ADJ']
bmg	24499	1	['PROPN']
bo	8945	3	['PROPN']
board	2604	22	['PROPN']
boarded	17383	2	['VERB']
boarding	9405	1	['NOUN']
boards	7923	2	['NOUN']
boat	4049	14	['NOUN']
boats	6242	69	['NOUN']
bob	3960	9	['PROPN']
bobby	6173	4	['PROPN']
bodied	22549	1	['VERB']
bodies	4230	20	['NOUN']
body	2303	38	['NOUN']
bodyguards	25681	1	['NOUN']
boer	19945	2	['PROPN']
bohemia	16799	1	['PROPN']
boiler	15635	3	['NOUN']
boilers	20412	6	['NOUN']
bois	19651	1	['PROPN']
bolivia	11645	1	['PROPN']
bolt	10053	1	['PROPN']
bolton	12118	7	['PROPN']
bomb	5968	8	['NOUN']
bombardment	10400	6	['NOUN', 'PROPN']
bombed	18897	3	['VERB']
bomber	9472	4	['NOUN']
bombers	10544	7	['NOUN']
bombing	8647	12	['NOUN']
bombs	9767	12	['NOUN']
bond	5416	5	['NOUN']
bonds	9547	2	['NOUN']
bone	5923	10	['NOUN']
bones	5944	25	['NOUN']
bonnie	12220	1	['PROPN']
bonus	6781	9	['NOUN']
bonuses	29563	1	['NOUN']
bony	22678	4	['NOUN']
book	2338	44	['NOUN']
booker	16674	3	['PROPN']
booklet	19271	3	['NOUN']
books	2808	9	['NOUN']
boomed	28908	1	['VERB']
boost	12992	1	['NOUN']
booth	9065	3	['PROPN']
booths	27612	1	['NOUN']
border	3675	7	['NOUN']
borders	6645	3	['VERB', 'NOUN', 'PROPN']
bore	8501	3	['VERB']
boring	11771	6	['ADJ', 'VERB']
boris	11235	4	['PROPN']
born	2141	38	['VERB']
borne	15356	4	['VERB']
borneo	15688	4	['PROPN']
borough	5538	2	['PROPN']
boroughs	21413	1	['NOUN']
borrowed	11780	2	['VERB']
bosnia	9562	1	['PROPN']
boss	5795	2	['NOUN']
bosses	23029	1	['NOUN']
boston	3731	29	['PROPN']
botanical	13194	1	['PROPN']
botanist	17098	2	['NOUN']
both	2119	195	['PRON']
bother	8572	1	['VERB']
bottle	5835	4	['NOUN']
bottles	11015	1	['NOUN']
bottom	3953	12	['NOUN', 'ADJ']
bought	4149	8	['VERB']
boulder	13264	1	['NOUN']
boulders	22177	7	['NOUN']
boulevard	8459	8	['PROPN']
bounce	17523	3	['VERB', 'PROPN', 'NOUN']
bounced	13605	1	['VERB']
bouncing	16361	2	['VERB']
bound	5391	3	['VERB']
boundaries	7372	2	['NOUN']
boundary	6192	4	['NOUN']
bounded	10351	1	['VERB']
bounds	19202	2	['NOUN']
bourbon	15477	2	['PROPN', 'NOUN']
bourgeois	22846	2	['NOUN']
bout	10094	5	['NOUN']
bow	6812	5	['NOUN', 'VERB']
bowed	11489	1	['VERB']
bowen	16208	1	['PROPN']
bowl	4605	2	['PROPN']
bowling	9116	2	['NOUN', 'PROPN']
bowls	15220	1	['NOUN']
box	3482	9	['PROPN']
boxes	8378	3	['NOUN']
boy	2879	19	['NOUN']
boyer	23456	1	['PROPN']
boys	3337	11	['PROPN', 'NOUN']
bp	17531	1	['NOUN']
bra	11655	1	['NOUN']
brad	8226	18	['PROPN']
bradford	9999	1	['PROPN']
bradley	8981	6	['PROPN']
bradshaw	23762	2	['PROPN']
bragg	23678	2	['PROPN']
brain	4167	1	['NOUN']
braking	24427	1	['VERB']
branch	3589	15	['NOUN']
branched	21648	1	['ADJ']
branches	5628	4	['NOUN']
branching	23346	1	['VERB']
brand	4435	6	['NOUN']
brandon	8825	2	['PROPN']
brands	9639	2	['NOUN']
brawl	23244	3	['NOUN', 'VERB']
bray	19743	1	['PROPN']
brazil	4380	6	['PROPN']
brazilian	6142	4	['ADJ']
breach	12510	4	['VERB']
breached	25769	2	['VERB']
breadth	25291	2	['NOUN']
break	3338	23	['VERB', 'NOUN']
breakdown	12554	1	['NOUN']
breakers	24742	1	['NOUN']
breakfast	6350	1	['PROPN']
breaking	4911	11	['VERB']
breakout	25129	10	['PROPN']
breaks	7807	3	['VERB']
breakthrough	12687	5	['NOUN', 'PROPN']
breast	7388	1	['NOUN']
breath	3052	1	['NOUN']
breed	8843	2	['VERB']
bremen	16314	3	['PROPN']
brewers	20007	1	['PROPN']
brian	4422	1	['PROPN']
bribe	26470	1	['VERB']
brick	5318	4	['NOUN']
bricks	14219	2	['NOUN']
bridge	2958	25	['NOUN']
bridges	7346	7	['NOUN']
brief	4766	11	['ADJ']
briefly	4780	19	['ADV']
briefs	28760	1	['NOUN']
brigade	4250	29	['PROPN']
brigades	14589	5	['NOUN']
brigadier	9900	3	['PROPN']
bright	4408	3	['ADJ']
brightly	14224	1	['ADV']
brilliance	28850	2	['NOUN']
brilliant	8235	1	['ADJ']
bring	3288	22	['VERB']
bringing	5026	9	['VERB']
brings	7545	4	['VERB']
brink	20911	2	['NOUN']
bristol	7067	4	['PROPN']
britain	3725	34	['PROPN']
britannia	24677	1	['PROPN']
british	2329	189	['ADJ', 'PROPN']
brittle	24650	2	['ADJ']
broad	5041	10	['ADJ']
broadcast	3743	10	['NOUN']
broadcaster	11995	4	['NOUN']
broadcasters	18706	3	['PROPN', 'NOUN']
broadcasting	5062	2	['PROPN', 'VERB']
broader	12368	2	['ADJ']
broadly	13644	6	['ADV']
broadway	5934	5	['PROPN']
brock	13899	9	['PROPN']
broke	3631	28	['VERB']
broken	3714	19	['VERB']
broker	20138	1	['NOUN']
bronx	14487	1	['PROPN']
bronze	4421	5	['NOUN']
brooding	28902	2	['VERB']
brooke	11535	16	['PROPN']
brooks	8379	1	['PROPN']
brother	2567	19	['NOUN']
brotherhood	12865	1	['NOUN']
brothers	3428	6	['NOUN']
brought	2716	31	['VERB']
brow	8306	2	['NOUN']
brown	2829	6	['PROPN', 'ADJ']
browne	15005	3	['PROPN']
browning	18778	1	['VERB']
bruce	5503	6	['PROPN']
bruised	18618	1	['ADJ']
brunei	18692	6	['PROPN']
brush	8248	4	['NOUN']
brushes	22569	1	['VERB']
brussels	9371	1	['PROPN']
brutal	12077	1	['ADJ']
brutally	23197	1	['ADV']
bryce	19757	1	['PROPN']
bubba	19606	1	['PROPN']
bubble	11957	1	['NOUN']
buchanan	14349	4	['PROPN']
bud	13007	2	['PROPN']
buddhism	11388	2	['PROPN']
buddhist	7992	3	['ADJ']
buddy	8937	3	['PROPN']
budget	5166	8	['NOUN']
buena	27493	2	['PROPN']
buenos	9204	2	['PROPN']
buffalo	6901	17	['PROPN']
buffer	17698	1	['NOUN']
build	3857	15	['VERB']
building	2311	57	['NOUN']
buildings	3121	23	['NOUN']
builds	16473	1	['VERB']
built	2328	109	['VERB']
bulb	20581	1	['NOUN']
bulbs	25548	2	['NOUN']
bulgaria	8063	7	['PROPN']
bulgarian	7643	8	['PROPN', 'ADJ']
bulge	23708	19	['PROPN']
bulk	9625	7	['NOUN']
bull	7087	1	['NOUN']
bulldogs	15120	15	['PROPN']
bulletin	13146	1	['PROPN']
bullets	10432	1	['NOUN']
bulls	12065	2	['PROPN']
bump	16906	1	['NOUN']
bundle	14012	1	['NOUN']
bunker	15742	1	['PROPN']
burden	10859	5	['NOUN']
bureau	4879	3	['PROPN']
burgess	17754	1	['PROPN']
burial	8940	7	['NOUN']
burials	23109	4	['NOUN']
buried	3950	15	['VERB']
burma	11050	1	['PROPN']
burn	6402	2	['PROPN']
burned	5296	10	['VERB']
burnett	13829	1	['PROPN']
burnham	25295	9	['PROPN']
burning	5255	2	['VERB', 'NOUN']
burns	7641	3	['VERB']
burnt	11060	1	['PROPN']
burst	6532	1	['VERB']
burt	18611	1	['PROPN']
burton	9658	4	['PROPN']
burundi	28836	1	['PROPN']
burying	20491	1	['PROPN']
bus	3902	9	['NOUN']
buses	7793	1	['NOUN']
bush	5747	6	['PROPN']
busiest	20530	3	['ADJ']
business	2449	16	['NOUN']
businesses	5661	7	['NOUN']
businessman	6883	2	['NOUN']
businessmen	17353	1	['NOUN']
bust	13950	1	['ADJ']
busy	5697	1	['ADJ']
but	2021	490	['CCONJ']
butcher	14998	1	['PROPN']
butler	7055	88	['PROPN']
butt	10007	4	['PROPN']
butterflies	15023	1	['NOUN']
butterfly	9112	1	['NOUN']
buy	4965	1	['VERB']
buyers	17394	1	['NOUN']
buying	9343	1	['VERB']
buys	23311	1	['VERB']
buzz	12610	1	['NOUN']
by	2011	1477	['ADP']
bye	9061	3	['NOUN', 'ADJ', 'PROPN']
bypass	11826	10	['NOUN']
bypassed	27539	1	['VERB']
c	1039	61	['PROPN']
ca	6187	2	['ADP', 'PROPN']
cabaret	19685	7	['ADJ']
cabinet	5239	2	['NOUN']
caesar	11604	9	['PROPN']
cafeteria	16673	1	['NOUN']
cage	7980	10	['NOUN']
cain	11557	4	['PROPN']
cairns	21731	2	['PROPN']
cairo	11096	1	['PROPN']
cake	9850	1	['NOUN']
calculated	10174	4	['VERB']
calculation	17208	1	['NOUN']
calderon	28129	1	['PROPN']
caldwell	16589	2	['PROPN']
caleb	10185	4	['PROPN']
caledonia	19305	2	['PROPN']
calendar	8094	2	['NOUN', 'PROPN']
caliber	15977	1	['NOUN']
california	2662	26	['PROPN']
call	2655	7	['VERB']
callahan	25668	1	['PROPN']
called	2170	111	['VERB']
calling	4214	13	['VERB']
calls	4455	6	['VERB']
calm	5475	12	['ADJ']
cam	11503	1	['PROPN']
cambodia	12899	4	['PROPN']
cambodian	24417	1	['ADJ']
cambridge	4729	4	['PROPN']
came	2234	81	['VERB']
camel	19130	1	['PROPN']
cameo	12081	3	['NOUN']
camera	4950	12	['NOUN']
cameras	8629	1	['NOUN']
cameron	7232	1	['PROPN']
camp	3409	8	['NOUN']
campaign	3049	33	['NOUN', 'PROPN']
campaigning	18524	1	['NOUN']
campaigns	8008	6	['NOUN']
campbell	6063	11	['PROPN']
campo	22339	5	['PROPN']
camps	7958	3	['NOUN']
campus	3721	13	['NOUN']
campuses	13696	1	['NOUN']
can	2064	75	['AUX']
canada	2710	18	['PROPN']
canadian	3010	10	['ADJ']
canal	5033	10	['PROPN']
canals	17263	4	['NOUN']
canary	17154	1	['PROPN']
canceled	13261	3	['VERB']
cancellation	16990	2	['NOUN']
cancelled	8014	3	['VERB']
cancer	4456	3	['NOUN']
candidate	4018	6	['NOUN']
candidates	5347	5	['NOUN']
candy	9485	1	['NOUN']
cane	11942	1	['NOUN']
cannabis	17985	3	['NOUN', 'ADJ']
cannon	8854	6	['NOUN', 'PROPN']
cannons	17138	4	['NOUN']
canon	9330	1	['NOUN']
canopy	14582	1	['ADJ']
canterbury	9976	5	['PROPN']
cantor	26519	1	['NOUN']
canvas	10683	5	['NOUN']
canyon	8399	2	['NOUN']
capabilities	9859	2	['NOUN']
capability	10673	4	['NOUN']
capable	5214	15	['ADJ']
capacity	3977	13	['NOUN']
cape	4880	3	['PROPN', 'NOUN']
capital	3007	28	['NOUN']
capitalism	16498	1	['NOUN']
capitol	9424	1	['PROPN']
capped	13880	1	['VERB']
captain	2952	10	['NOUN', 'VERB']
captains	15755	1	['PROPN']
captive	12481	2	['ADJ', 'NOUN']
capture	5425	12	['VERB']
captured	4110	28	['VERB']
capturing	11847	7	['VERB']
car	2482	11	['NOUN']
caravan	17184	1	['NOUN']
carbon	6351	5	['NOUN']
card	4003	4	['NOUN']
cardinal	7185	2	['PROPN']
cardinals	9310	5	['PROPN']
cards	5329	2	['NOUN']
care	2729	13	['VERB', 'NOUN']
cared	8725	2	['VERB']
career	2476	70	['NOUN']
careers	10922	3	['NOUN']
careful	6176	3	['ADJ']
carefully	5362	5	['ADV']
careless	23358	1	['ADJ']
cares	14977	2	['VERB']
carey	11782	1	['PROPN']
cargo	6636	6	['NOUN']
caribbean	7139	3	['PROPN']
carl	5529	6	['PROPN']
carlisle	13575	1	['PROPN']
carlos	5828	6	['PROPN']
carmen	11425	1	['PROPN']
carol	8594	3	['PROPN']
carolina	3792	4	['PROPN']
carolyn	15611	34	['PROPN']
carr	12385	1	['PROPN']
carriage	9118	3	['NOUN']
carriages	17744	2	['PROPN']
carried	3344	36	['VERB']
carrier	6839	11	['PROPN', 'NOUN']
carriers	11363	21	['NOUN']
carries	7883	2	['VERB']
carroll	10767	5	['PROPN']
carry	4287	11	['VERB']
carrying	4755	12	['VERB']
cars	3765	5	['NOUN']
cart	11122	2	['NOUN', 'PROPN']
carter	5708	3	['PROPN']
cartoon	9476	5	['NOUN']
carved	7844	13	['VERB']
carving	18441	3	['VERB', 'NOUN']
casablanca	24592	2	['PROPN']
cascade	16690	1	['NOUN']
case	2553	37	['NOUN']
cases	3572	14	['NOUN']
casey	9036	3	['PROPN']
cash	5356	2	['NOUN']
casinos	27300	1	['NOUN']
cast	3459	21	['NOUN']
casting	9179	2	['VERB', 'NOUN']
castle	3317	7	['PROPN']
castles	15618	1	['NOUN']
casts	23942	1	['NOUN']
casual	10017	2	['ADJ']
casualties	8664	20	['NOUN']
casualty	19844	4	['NOUN']
catalina	22326	5	['PROPN']
catalogue	10161	2	['NOUN']
catalyst	16771	2	['NOUN']
catastrophe	25539	1	['NOUN']
catch	4608	2	['VERB']
catching	9105	3	['VERB']
categories	7236	2	['NOUN']
category	4696	5	['NOUN']
cathedral	5040	7	['PROPN']
catholic	3234	10	['ADJ', 'PROPN']
catholics	10774	1	['PROPN']
caucasus	16512	1	['PROPN']
caught	3236	15	['VERB']
cause	3426	10	['NOUN']
caused	3303	59	['VERB']
causes	5320	8	['NOUN']
causeway	23336	1	['NOUN']
causing	4786	12	['VERB']
cautiously	15151	1	['ADV']
cavalry	5945	15	['NOUN']
cave	5430	4	['PROPN']
cavendish	23570	1	['PROPN']
cavern	16679	1	['ADJ']
cavity	17790	1	['NOUN']
cbs	6568	1	['PROPN']
cd	3729	2	['PROPN', 'NOUN']
ce	8292	2	['NOUN']
cease	13236	1	['VERB']
ceased	7024	3	['VERB']
ceasefire	26277	5	['NOUN']
cecil	11978	1	['PROPN']
cedar	11354	4	['PROPN']
ceded	19705	5	['VERB']
ceiling	5894	6	['NOUN']
ceilings	21098	1	['NOUN']
celebrate	8439	1	['VERB']
celebrated	6334	5	['VERB']
celebrates	21566	3	['VERB']
celebration	7401	6	['NOUN']
celebrities	12330	1	['NOUN']
celebrity	8958	1	['NOUN']
celine	24550	1	['PROPN']
cell	3526	7	['NOUN']
cello	10145	1	['NOUN']
cells	4442	1	['NOUN']
celtic	8730	1	['ADJ']
celtics	23279	7	['PROPN']
cement	11297	5	['NOUN']
cemeteries	20973	49	['NOUN']
cemetery	4528	35	['NOUN']
censorship	15657	1	['NOUN']
census	2883	4	['NOUN']
centenary	17705	2	['ADJ']
center	2415	89	['PROPN', 'NOUN']
centered	8857	1	['VERB']
centers	6401	3	['NOUN']
centimetres	13935	2	['NOUN']
central	2430	64	['ADJ']
centre	2803	38	['NOUN']
centred	16441	1	['VERB']
centres	8941	3	['NOUN']
centuries	4693	9	['NOUN']
century	2301	63	['NOUN', 'PROPN']
ceo	5766	2	['NOUN', 'PROPN']
ceramic	14692	6	['ADJ']
ceramics	17314	3	['NOUN']
ceremonial	12961	3	['ADJ']
ceremonies	10912	5	['NOUN']
cerro	25498	2	['PROPN']
certain	3056	15	['ADJ']
certainly	5121	1	['ADV']
certainty	15855	2	['NOUN']
certification	10618	1	['NOUN']
certified	7378	12	['VERB']
ch	10381	11	['PROPN']
chad	9796	17	['PROPN']
chain	4677	4	['NOUN']
chair	3242	4	['NOUN']
chaired	12282	1	['VERB']
chairman	3472	10	['NOUN']
chairperson	19072	1	['NOUN']
challenge	4119	18	['VERB', 'NOUN']
challenged	8315	8	['VERB']
challenger	12932	1	['NOUN']
challenges	7860	3	['NOUN']
challenging	10368	1	['VERB']
chamber	4574	3	['NOUN']
chamberlain	13904	1	['NOUN']
chambers	8477	4	['NOUN']
champion	3410	52	['NOUN']
champions	3966	6	['PROPN']
championship	2528	91	['PROPN']
championships	3219	11	['NOUN']
chan	9212	13	['PROPN']
chance	3382	11	['NOUN']
chancellor	7306	1	['PROPN']
chances	9592	2	['NOUN']
chang	11132	6	['PROPN']
change	2689	30	['NOUN']
changed	2904	21	['VERB']
changes	3431	18	['VERB']
changing	5278	4	['VERB']
channel	3149	5	['PROPN']
channels	6833	1	['NOUN']
chaos	8488	3	['NOUN']
chaotic	19633	2	['ADJ']
chapel	4970	2	['NOUN', 'PROPN']
chaplain	14011	4	['NOUN']
chaplin	23331	1	['PROPN']
chapter	3127	1	['NOUN']
character	2839	36	['NOUN']
characterised	17253	3	['VERB']
characteristic	8281	5	['ADJ']
characteristics	6459	12	['NOUN']
characterization	23191	1	['NOUN']
characterized	7356	2	['VERB']
characters	3494	32	['NOUN']
charcoal	18872	1	['NOUN']
charge	3715	9	['NOUN']
charged	5338	6	['VERB']
charges	5571	12	['NOUN']
charging	13003	2	['VERB']
chariot	23507	2	['NOUN']
charitable	11128	1	['ADJ']
charities	15430	1	['PROPN']
charity	5952	9	['NOUN']
charles	2798	28	['PROPN']
charleston	10907	2	['PROPN']
charlie	4918	9	['PROPN']
charm	11084	1	['VERB']
